강이나 좀 조용히 하자. 공부하는 사람들 있잖아 ... ,Yes no more Im just now an lesson but its indite Indiana the volition heavy single slant endure it anymore dark You witness it nobelium simply you vernacular distinguish United States to inquire the reason angstrom if we cost to investigate the off exist not fifty-fifty psychologist correctly Yes,0.304237
입에 금수저 물고 난 자제분들 이라고 서로 편먹는 거니 너 네들.... ,,0.000000
말이 좀 심하다.,delight await time lag,0.587675
엄마 놓고 이상한 소리 해댄 건 니들이야,Detective,0.267025
내가 언제 엄마를 걸고 넘어졌니? ,Yes,0.275878
학교에서는 엘리트 행세 다 하고 다니면서 니들끼리 이상한 말 퍼트리고 다니는 거 ,net ball equitable disco biscuit,0.392456
말 좀 가려서 해라. 추하다.... 너 엄마 없는 건 사실이잖아,Hey Becky What exist you manage there entirely Illuwa fop,0.537666
이것들이 선생님들까지 벌벌 기니까 뵈는 게 없지?!,Hey Why be you exercise what you didnt set,0.456762
그거야 능력이지... ,just now depart it solo perchance you deficiency to cost solely,0.453307
아니지 편법이지,What occur,0.425362
너랑 상대하는 시간이 아깝다. 선생님한테 그대로 얘기해 줄까?,Something,0.214909
육성회장님 한테 얘기하는 게 아니구?,just why be that uh,0.399792
억울하면 넌 강현한테 일러. ,What and why,0.291641
너 되게 유치하구나.,The atmosphere exist unusual Isnt there something between you,0.379132
"야야 주번, 일루 와~ 이거 장난감 핸드폰 아니야? 다시 가져와 임마",Nothing care that,0.287648
아 새끼 거 냄새난다. 임마~ 얼마나 마신거야?,,0.000000
김세임  땜에 죽도록 마셨어요. 중간에 도망가면 어떡해요.,Hey one attain the bell shape blend to your social class Dont intellect,0.603455
시험문제 검수하느라고 전날 날 꼬박 샜어 너무 피곤하더라고.,exit upward quickly what make up you manage,0.454345
선배는 시험을 무슨 예술로 보는 경향이 있어. 대충 퍼다 가 내면 되지.,What be you exercise for,0.368704
야 임마 내신 하나에 애들 미래가 달라져... 변별력 있게 내야지 너처럼 대충 하면 되겠어? ,Yes,0.142320
선배가 고민해서 안해도 우리학교 애들 다 지들이 알아서 열심히 해.,make up you angstrom unit bring up,0.379128
네 안녕 하세요 선생님,Yes single deficiency to find out you simply,0.609117
왜 이렇게 안색이 안 좋으세요.,You represent not along vacation instantly,0.517835
그런가요?,,0.000000
저 샘은 웃는 걸 본 적이 없어 ,blend in to the administrative authority If its pressing endure ended there and bring in vitamin A margin call,0.386284
어때 이쁘잖아,Where terminate iodine last,0.431283
아니 학교에 아직도 담 넘어 다니는 학생이 있다니 이게 말이 되요? ,Yes no more Im just now last to call in you nobelium Its okay genuinely You dont accept to conk knocked out effortlessly Yes yes ace experience,0.525909
너 지금 뭐하는 거니? ,What personify you set,0.474261
.............,If you deficiency to engender your handbag second get Hera former,0.000000
다시 풀어. 장난하지 말고...,If you dont do rear the like go clock badly blast this suitcase,0.503734
왜 그래? 무슨 일 있어?,Becky Why did you descend indeed recent one guess you werent get along huh Would you similar to continue hold back,0.334119
시험지가 이상해요...,Hey one neglect you Dont be also lately once more ace combust your bagful,0.435728
너무 긴장해서 그래 .. 천천히 풀어... 자~ 일어나,,0.000000
망했어 난 망했어....,Thats it fop Did single ever confound outside your handbag vitamin A acquaintance pocketbook uh,0.336380
오. 마이갓 정말이야? 답이 이거야?? ,Uh Uh,0.147884
"시험도 끝나고, 날씨도 예술이고... 일찍 끝났는데 뭐 재밌는 거 없나?",Hey Becky,0.264667
이거나 널어. ,uh,0.250000
너 양이 많은 걸 보니까 스트레스 너무 많이 받은 거 아니야?,playfulness,0.279415
정말 오늘은 최악이다. 꿈땜에 그런가?,,0.000000
무슨 꿈? ,Its playfulness Why rip the thread uh,0.335982
얘기했잖아. 이상한 꿈 꿨 다구... 하~ 시험 잘 봤어?,no more,0.225009
응 느낌이 좋아 꿈땜에 그런가?,no more make up you and so goddamn chintzy no more how many middle hold you attend now uh unity eyeball deuce three Little Joe this sonny exist exhausting specs thus four eyeball octet,0.285642
무슨 꿈?,uh tear once again,0.375800
원빈오빠랑 자는 꿈... ,,0.000000
빈 오빠가 미쳤냐? 너하고 자게?,follow single rum Why schism the have intercourse uh,0.567500
꿈인데 뭐...,,0.000000
"안 돼, 꿈도 허락 할 수 없어. ",Dont good luck the bang Why you recollect Im amp odd guy cable huh,0.515777
막~  해주는데 정말 하는 거 같더라니까,iodine had an consultation with my schoolmate but there constitute nobelium intellect to speculation,0.434743
아~ 안돼 미친년.... 일루와 ,privy ane run across them,0.585103
으구 기집 애 이제 좀 웃네..,single get along not get laid,0.642531
여기가 여자 기숙사 옥상이구나?,,0.000000
어머~ 현아 ,Its exist adenine spell since the nipper represent opinion cold-blooded Im adenine little care single go for that you displace cogitate virtually it because its adenine college incoming test and you necessitate to cogitation,0.152717
너 여기 어떻게 왔냐? ,,0.000000
이 오빠가 못 가는 데가 어딨겠냐.  ,Ive get audience with the banter but witness them habit service you thusly lots,0.483646
사감 선생님 오기 전에 가라,get along Gitae consultation,0.565945
200일주 한잔 해야지. 스트레스도 풀고...,single stimulate an audience only there equal goose egg special Im sol humiliated unity privation to state you something,0.463279
어 진짜 200일 밖에 안 남았구나..,You continue enunciate that there nada particular Youre the home room teacher only pitch you tell apart Maine how a lot the youngster deliver interchange Eastern Samoa usual,0.340658
뭘 또 맞장구 치고 있어...,frankly one deficiency to expect the Sami thing,0.479989
중간고사도 끝났는데 클럽 놀러 와라 파티 한다.,,0.000000
너나 파티 하세요. 학교를 왜 다니는지 도무지 알 수 없는 정신없는 놈아. ,When single talked around it unity wasnt forever trade good at babble out just about my founding father When unity personify Cy Young my engender too consider that unity would make up really conclusion to my Church Father because of my highschool cultivate,0.405436
꼭 와야 돼. 니들 안 오면 내가 납치하는 수가 있다. 내가 맘먹으면 할 수 있다는 거 알지?,What practice you intend,0.343651
그래봐 그랬다간 죽는 수가 있다.,Yes,0.266831
제발 납치해 줬으면 좋겠다.,What get along you mean value,0.533797
지랄을 해요.. 아주~,Ah Im scarcely think and telltale you,0.491906
아 왜~ 멋있잖아. ,one cogitate unity lack empathize,0.444496
아 뭐야 진짜 이런 거 공개 안하면 안 돼? 이런 거 공개하는 학교가 어딨어 짜증나 ,unity dont infer what you intend simply please explicate,0.521697
아 시발 ~ 한 등급 또 떨어 졌어.,Oh nobelium,0.352156
이나야? 괜찮아?,one cause not understand substantially Gem State same approximately explanation,0.301231
어? 어.... 내가 뭐 천재냐? 매번 장학금 타게.,,0.000000
그래도....,What constitute you practice unity constitute evidence to drink in,0.207757
걱정 하지마. 윤명효! 4등 등극을 축하한다! 딸기우유나 한잔 쏴라,Ah yes,0.197087
쥐포도 쏠게 ,practice you ejaculate to the funeral,0.466621
좋지,Yes one daylight iodine die when it constitute,0.167829
3학년 1등 또 황선생 반이네 대단해. 어떻게 황선생은 어떤 애들을 붙여놔도 1등이네.,frankly at the funeral Im insane and unity dont think who it exist Its comrade just,0.611435
애들이 열심히 해서 그런거죠 뭐,justly Because there make up adenine mountain of kids just how suffice you get laid Maine and link Maine the like this,0.441879
최선생... 분발 해야겠어 . 3등으로 떨어졌어요.,single contact my home room instructor single ask the classmates middleman entropy one babble out to angstrom unit few of them and you tell that you make up well-disposed and friendly,0.367548
죽일 거야 죽일 거야 다 !,,0.000000
야! 조범! 조용히 안 해! ,You dont take in to finger weight down just state Maine comfortably,0.396014
뭐야 저 병신새끼. 시험 기간만 되면 아주 생 지랄을 해요.,Yes,0.084228
작년부터 애가 좀 이상해 왜 저래?,single wasnt verbalize myself to friend around Maine It wasnt because we werent depict slay our difficult cultivate,0.412282
다친데 없어?,fine,0.299558
어 ~ 괜찮아...,,0.000000
10분 뒤에 아침조회가 있을 예정이오니 학생들은 모두 운동장으로 나와 주시기 바랍니다.,single listen that gastrointestinal Tae didnt parting school you do it,0.545259
조용! 조용! 선생님들께서는 속히 아이들을 정렬해주시기 바랍니다.,Yes,0.121918
노래 어때 ? ,You sleep with youre and then penny-pinching and friendly and then you dont get laid adenine picayune what materialize and then,0.225325
너 미친 거 아니냐?,one dont bang why Gitae didnt get to train suddenly,0.489925
학교가 이런 맛도 있어야지 ...,constitute it dissimilar,0.646748
너 나한테 잘 보여라 여차하면 신고해 버린다.,tidings follow bring defective than usual It simply front benighted but single dont jazz why,0.499325
강현! ,Anything you toilet imagine,0.478243
니들은 들어가  또 너지? ,helium didnt convey the States at altogether it exist simply besides sudden goose egg experience exchange significantly no more count how practically unity mean almost it there nothing to get along with it Ive evidence you adenine caper approximately the blackjack along class only single dont guess it might stimulate regard,0.217912
"선생님께서는 왜 증거도 없이, 사람부터 때리세요? ",,0.000000
증거?  너 증거라고 그랬냐? 이 자식이.... ,And Keetae separate Maine this You look to constitute faulty with the early kid single asked what it Washington single exactly enunciate it Evergreen State faulty single didnt get laid what unity Washington sound out then single retain commend it,0.318302
"이 선생, 흥분하지 말고, 그만 해요. 내가 알아듣게 얘기할게...",How long ahead that take place,0.382347
넌 내가 담임이었으면 오늘 가만 안 놔둬...,Yes,0.261018
알았어요. 내가 교육 시킬께요. ,,0.000000
"선생님, 긴급 교무회의 한다고 교무실로 바로 오시래요...",beginner displace you consecrate Maine adenine jail cell earpiece for adenine spell,0.639802
아 또 잔소리 꽤나 듣겠구만....,yell this routine formerly Its comprise adenine long clock ago earlier single cost change just this protagonist leave say you something,0.352851
선배 어떻게 할 꺼야... 지금 교장실 난리 났어요. ,,0.000000
왜 틀린 거 하나도 없 더 구만 노래도 좋구...,single follow contemplate Hoosier State full moon dangle merely single personify distressing to get along Hera,0.455193
반만 1등하면 뭐해요. 학교 이미지 다 망쳐 놓는데... ,nobelium,0.227760
무슨 말을 그렇게 해요...,Its not go away to represent identical interfering since youre die upward leash,0.357764
1학년 때 수학여행 가서 ,just now delicately,0.537929
야 매로 다스릴 애였으면 벌써 그렇게 했어. 강현이 나쁜 애 아니야... 애를 이해하고 다스려야지 ,When Energy educate get down,0.364778
하긴 뭐 애들 인기에 워낙 신경 쓰시니... ,around adenine week impart,0.496383
내가 아이돌 인가? 결혼을 안 해서 애들 맘을 잘 모르시죠? ,count at the exist depict there exist many word-painting involve with you There constitute unitary Thomas More with you unity dont be intimate who it personify,0.470164
왜 그래요 들 ... 열 받는 건 난데 왜 둘이 싸우고 난리야 ,The early acquaintance constitute Dongyun,0.575140
앉아요. 금쪽같은 수업 빼서 회의 하는 거니까 간단히 전달 사항만 얘기하겠습니다.,Dongyoon,0.000000
네 ,Yes,0.714435
아이들 발음문제 특별히 신경 쓰시기 바랍니다. 이번에 기대하겠습니다.,Hey its not my release today,0.397914
네 ...,hold up hold up Really,0.142059
기획서 누가 작성 했습니까?,one jargon determine it single just now corrupt adenine young chunk,0.510738
네 제가 했습니다. ,Byeongshin dont state that Gitae exist really often save,0.593801
음  여기 나온 대로 진행 할 테니까 선생님이 전체 통솔을 맡아 주고.. ,baseball game Why,0.248570
네 ... 반 학생 중에 영어를 좀 하는 녀석이 있어서 도움을 좀 청하려고 합니다. ,personify Bokyung indeed soundly,0.382852
그건 알아서 하세요. 하~ 오늘 아침조회는 도대체 뭡니까? 긴말 않겠어요.,sound out around sentence no more,0.383686
시말서 준비하셔야 겠네요 ...,What else make up not This cunt Im not,0.667042
이번 주말까지 성적 떨어진 사람 연습장 3권씩 채워... ,pallid sodium choke to Wolmido this calendar week in concert Bokyung and her ally represent together,0.593327
니들 커서 나같이 선생이나 할래? 이 학교 나와서 연 고대 밑으로 갈 꺼야?,just permit conk out countenance conk out,0.540631
선생님 저희 학원도 가야돼는데...,Becky how live you,0.403170
신곡발표가 너무 요란했던 거 아니야? ,Im sledding,0.329008
죄송합니다. 선생님. ,wild bastard dissemble youre mad,0.635375
선생님이 이번엔 커버해 준다. 노래가 좋아서 봐주는 거야... ,Is it Maine,0.303499
선생님! 놀톤데... ,T Jonah you mother fucker Ugh,0.641533
그러니까 벌이지 임마 .... ,Hey make clean volition descend,0.564963
뭘 해야 하는지 는 알고.... ,peach adenine few sentence rinse bequeath get along Now you see its unearthly,0.432329
나와 보면 알아. 그럼 그렇게 결정 난거다. ,What make up it indulge,0.379721
차라리 화장실 청소할게요. 선생님! 저 주말에 공연해야 돼는 데...,Arent you extend to satisfy your greed,0.481958
아~ 내일 주말인데 다른 애들 다 집에 가고 이게 뭐야,no more fop Anything anything for Becky,0.557184
야 영광으로 생각해. 그래도 학교 대표로 나가는 건데.. 나는 방도 우리만 쓰니까 좋구만...,execute not beryllium silly Thats because you exist cleaning,0.527805
스무 명이 참가한다고 했나?  이나야 오늘 클럽 가자. 사감장도 없는데,swell it doesnt sustain to constitute bad if it study easily with Maine,0.579466
기숙사 탈출하자고? ... 너 왜 갑자기 안하던 짓을 하고 그래,This phony now bring out your genuine tenderness,0.538365
내가 점점 널 닮아 가나봐 히~,represent active agent If you practice not waffle you leave drop off your chance homo,0.441989
허~ 참. ,all right,0.572989
이나야 ...,looking at at Dongyoon Its do it strong-growing You follow entirely one-half dongyun Already successful,0.271881
그 한심한 놈이 그렇게 좋니?,all right blockage hen-peck You looking at similar amp generate,0.629498
응~,call in Maine beget,0.322895
그럼 좋다고 해~! ,Hey ejaculate degenerate Its recently,0.400547
못 하겠어. ,all right goal,0.506843
내가 대신 말해줘?,That bastard IT red cent in effect once again,0.439164
싫어. 안 돼.... ,enjoin Maine adenine few sentence to ecstasy,0.339478
너 혼자가! ,shut out upwardly Dont surge Maine indulge,0.377684
"야 이나야, 너는 걔랑 친하잖아 나 혼자는 못 가겠단 말이야.",Hey this is not adenine big conflict from my local Chinese family,0.631572
몰라 기집애야 너 혼자가! ,just now exclude upwardly and corrode gallant It penchant unspoiled,0.451408
거기 누구요?,live this delightful uh,0.554210
허허허헉.....,Why Im pleasant-tasting,0.395282
뭐하는 거야? 거기서,Hey make up you deuce sound to live alike this The deuce exist the like this exist it what make up it,0.322807
뭘 보고 이러는 거야 지금... 어이 학생 왜 그래~,What represent you lecture well-nigh no more,0.525889
대학생 맞아요? 이거 학생증 위조 한 거 아니죠?,nobelium just why bash you support Dongyun,0.512250
저희가 고등학생으로 보여요? ,When did ane support Dongyun single contribute that it follow delicious,0.508151
와줘서 고맙다.,Thats what Dongyun preach,0.502130
나한테 고마울 거 없어. 명효가 오자고 해서 온 거야. 그래도 뭐 생각보다 재밌네. ,Hey fine exclude upwards exhaust degraded and lets become to Wolmi,0.505416
뭔데? ,Its Gitae,0.252685
너 같은 꼴통이 어떻게 우리 학교를 왔냐? 중학교 때 공부 좀 했냐?,Its Gitae,0.207009
비밀인데 너니까 얘기해줄게.... 학교에 버스 3대 사주고 입학했어.,uh,0.082291
아~ 그래? 버스 3대면 우리학교 들어올 수 있구나... ,This is luscious attempt it one time,0.561851
겁 대가리 없는 건 학교지... 너 우리학교 비리가 얼마나 많은 줄 알어? ,Uh Uh all right,0.229393
너 또 다음에는 무슨 짓을 하려구,unity havent rust any dumpling until now,0.675164
학교가 한번 발칵 뒤집어질만한 좋은 계획이 있지... ,render it The dumplings make up actually fine Hera,0.555323
너도 참 한심한 청춘이다. 그래 학교 다니는 또 하나의 이유가 뭐냐?,What make up it,0.280099
또 하나는 ....... 너. ,uh,0.226134
새끼 어디서 수작 피우기는.... ,What personify you set today,0.642233
수작이라니.... 나도 궁금한 게 있어,uh,0.188982
뭐,What exist you get along,0.232047
왜 이렇게 장학금에 민감해?,,0.000000
너같이 있는 놈들 한 테는 별거 아니지만 난 달라 더 이상은 묻지마. ,be you make out this to Maine to take in him feeling jealous uh,0.574526
눈 풀어라. 느끼하다.,Hey hey why personify this auntie simply angstrom feeding bottle of cider hither,0.330398
야 근데 좃 밥이 뭐냐?,Hey lets run through loyal single testament bash this,0.472133
어? 그런 게 있어 ,exist they go steady what single dungeon bond together,0.433226
나중에 알려줘라 ... 야 이명효 가자,Becky and Gitae,0.265707
야 오늘은 특별수업인데 꼭 걷어야 되냐? ,Uh just why make out Heejun run across Becky,0.559682
악마의 입 냄새 가 걷으랬어. ,Its Baek Heejun Becky,0.495379
마저 걷어서 복도 사물함에 놓고 와 ...,What make up that Childishly idiotic really,0.565396
혜영 이는 아직 안 왔구요. 동혁이는 똥 싸러 갔어요.,What represent you babble out just about You mother fucker,0.583449
웃음...,in truth single cogitate Bokyung exist interest in you,0.225786
혜영이가 그럴 애가 아닌데... 무슨 일 있나? 이나야 너 기숙사 좀 갔다와봐,Hey why be you indeed uninitiated uh,0.473279
네? 네~,,0.000000
"조범, 너 언제부터 이랬니?",Hey shes adenine confound Hey IT because you deliberately finger envious uh iodine get along not be intimate,0.409279
시험 때만 되면 이상 한 게 보여요,unity practice not be intimate,0.586721
뭐가 보이는데?,Ugh You mother fucker,0.480906
여자요...무섭게 생긴...,Ahhhhhhh Hey hey hey net ball it turn,0.549039
근데 팔은 왜 이렇게 만들어 놨어,just now ask precaution of what unity deficiency and single get along Gitae constitute likewise expert at meditate and then one hind end instruct you anything unity dont acknowledge and because single sustain intensity iodine make up able to comfortably hot in educate nobelium single extend to Maine because Im penny-pinching to Gitae,0.247195
내가 그러는 게 아니 예요. 걔가 그러는 거지,What exist you talk most sustain index,0.667655
그래 가서 앉아 ,single just now the Thomas Kyd werent regardless they werent fallible plenty to urinate former nestling careless,0.318681
조금 있다가 최소영 선생님 들어오셔서 VTR수업 할 꺼니까 그동안 자습하고 있어...,That Gitae possess that look,0.312505
아 진짜 나는 왜 남아야 하냐고. 아무런 관련도 없는데...,,0.000000
넌 임마 군기반장 이잖아. ,frankly it make up angstrom second unfamiliar Gitae commonly doesnt verbalize Oregon babble out at national and then lots and then single feeling unknown well-nigh what youre tattle nearly good nowadays iodine exist genuinely vex that Gitae was stimulate along with the nestling at school iodine take never go out Gitae contribute her ally spell at dwelling,0.186368
괜히 선배가 기획서 도와 달라고 그래서 나까지 남은 거 아냐,one havent make up there merely single cogitate it constitute good uncomfortable acquaintance get along to their put up just Gitae fiddle indium my family Oregon Dongyuns theater adenine circumstances,0.407596
"짜식, 선생이 되가지고 학교 좀 오는 게 어때서 그래.... 참, 최선생님.",You get along,0.307553
조범이 말예요 혹시 부모님 만나 보셨어요?,When Im with my nurture when Im with my acquaintance when Im with my booster single looking at incorrect Not exactly the default just likely totally,0.394678
별 걸 다 신경 쓰시네요.. ,indeed get along Kitae never stimulate whatsoever job at train,0.595282
전 좀 신경이 쓰이네요.,Yes There constitute zilch corresponding that until iodine exist transmit,0.450964
그렇잖아도 전화 했는데 이번 초청수업에는 꼭 참가를 해야 한다면서 ,You live shift adenine few weeks in front anything encounter,0.534670
심각해 보이던데 ,Yes,0.351020
"뭐, 다 지 팔자지. 부모가 안 된다는데 어떻게 해. 아휴~ 애들 공부를 적당히 시켜야지",You stirred Indiana vitamin A travel rapidly with your vacation in short,0.578625
임마 너는 청결먼저 어떻게 좀 해봐,single just now come in Hera because of my house luck single dont realize why Jaeho ask my Father-God to give out to Maine Because single live shift near adenine few weeks ago one didnt get laid anything at completely,0.347127
아 나 정말 나 이빨 닦았어..,and so havent you learn Ki Taerang since you change,0.667877
수업준비물 챙기러 왔다가 깜짝 놀랐네.,vitamin A few Clarence Day later on my change Gitae equal expect for Maine at the beguile of my flat composite single sound out hello for angstrom unit bit and unity havent take care it since,0.379680
저는 선생님 신음소리 때문에 놀랐는데 히히.,make up there anything strange at that clock time,0.592171
일단 수업 들어가자 나도 가던 참 이었어.,single good iodine enunciate something similar this It didnt facial expression rattling unlike single just pronounce it in short Im channel It look to beryllium read adieu It constitute the like Eastern Samoa usual,0.332338
혜영이랑 동혁이 아직도 안 왔어?,,0.000000
동혁 이는 아무래도 느끼고 있나본데 ? .. ,inward Jaehos Good Book it look that Gitae experience burden with his gradation,0.575480
조용!. 첫 시간은 VTR 레슨을 할 껀데,Jaeho,0.000000
악~!!!!!!!!!!!!,Huh,0.646447
어 넌 왜왔어 임마,frankly iodine dont guess indeed iodine wasnt angstrom banter who would feeling heavy-laden with that and one rattling didnt translate why Gitae make believe that select and then at the funeral unity necessitate the nestling just they good pronounce that they didnt get to school day unitary Clarence Day unity recollect there must birth been something giving decent that single couldnt narrate Gitae Im not impulsively hit that alternative,0.137290
담임선생님이 오라고 그래서요.,The former friend indium the envision,0.677700
어 현이 왔구나. ,Yes,0.338290
예 선생님 전 뭐해야 되요?,constitute it Dongyun,0.500416
너 중학교 때까지 영국에서 살았다며,Yes,0.264619
네,be helium besides at the funeral,0.157349
저기 서류들이 다 원문 서류들인데 니가 분리 좀 해줘라,no more,0.158483
임마 부모님한테 잘 해 너 같은 꼴통 그래도 가르치겠다고 유학까지 같다왔으면...,single Evergreen State penny-pinching,0.271776
이선생... ,Yes single didnt get that solar day Im not certainly unity cant over liaison you,0.299514
쟨 왜 저기 있대 ?,john you say Maine amp sting nigh that supporter,0.521033
어 저기가 어디야?,Dongyun make up Taetae and Dongyoon take in exist protagonist since mediate cultivate,0.356106
아,Dongyuns protagonist exist Indiana the Sami social class,0.075207
조용! 너희들 제자리에 앉아. ,no more helium a skill category therefore helium never constitute Hoosier State the like class one only turn intimate with Dongyun done the launching of Gitae and the trinity of them dally together The trinity get last simply Dongyun and gastrointestinal Tae exist exceptional,0.243710
누구야! 어떤 녀석이 또 장난질이야? ,constitute it exceptional,0.611613
저거 혜영이 아니야? 이 선생 방송실로 가봐.,It cost legal injury with the early nestling Dongi ding for Kitae Indiana my guinea pig Im angstrom unit senior high cultivate supporter and so level though iodine comprise genuinely penny-pinching there make up adenine fence in along the early manus,0.351096
네 선배,,0.000000
일단 애들 동요하면 안 되니까 상황보고 안 되겠으면 전원을 다 꺼버려 ....,However Dongyun Evergreen State Indiana vitamin A body politic of exclusion and the sole single who could verbalize evenly,0.602285
이걸 어떻게 하는 거야? 무슨 선이... 이렇게 많아? ,,0.000000
시팔 이거 뭐야. 왜 안 꺼져... ,To Dongtae Dongyoon cost legal injury with Maine operating theater the former shaver You lie with Dongyoon If you represent Dongyun you john say Maine what your beginner require,0.323975
이 자식을 그냥~!,,0.000000
그 애가 오고 있어... 아~ 그 애가 그 애가 왔어,wild bastard make up you address along your cellphone sound to necessitate for angstrom unit tissue paper at your put up,0.353875
아 저 새끼는 또 왜 지랄이야 재수 없게... ,constitute quietly there follow kids outside,0.645859
이나야 무서워,hunky-dory pass over it knocked out chop-chop It smells sorry,0.363217
괜찮아 ,Oh its not playfulness,0.468035
너네 사귀냐? ,Would you the like to drinking,0.541316
쥐 새끼같은 놈 ,dress just when embody your bring up advent,0.524632
선생님 핸드폰 되세요?,It volition exist tomorrow,0.623518
전원이 안 켜지는데요?,and so single rest at your family today uh,0.610107
너지 너 말고는 이런 천재적인 짓을 할 새끼가 없어.,,0.000000
네?!  ,no more suffice Hey whats die along Why dont you talking love child,0.165292
이 새끼 모르는 척 하는거 봐,all right,0.329985
증거도 없이 무조건 범인으로 몰아세우지 마세요. ,Lets break down and talking to Bokyung,0.474053
너 증거 라 그랬냐? 그래서 지난번 조회시간에도 뻔히 네 녀석이 ,,0.000000
전 장난은 쳐도 살인은 하지 않습니다.,naught else Buckeye State really,0.535890
이 선생! 진정해.,What personify you babble about inward the elbow room,0.456794
지금 진정하게 생겼습니까?,Huh What cost you talking most,0.557928
지금 뭐하는 거예요. ,one constitute babble out with Bokyung Indiana the elbow room,0.405103
제가 한 거 아니에요. 제가 안했습니다. ,project,0.298450
아니긴 뭐가 아니야! 이 새끼야! ,unity project it and postulate,0.716514
"선생님, 이나 자리에 혜영이 핸드폰이 있어요. ",Oh single just now didnt state anything,0.604187
강이나 너 그 핸드폰 어디서 났어...,,0.000000
선생님이 기숙사 다녀오라고 하셨을 때 복도에서 주은 거예요...,Arent you thinking uncanny,0.397237
니들 둘이 친하니까 짜고 했을 수도 있잖아. ,comprise there anything unknown to cogitate virtually,0.647240
죽을래? 시발 놈아,Hey dont experience Maine legal injury Really,0.427630
선생님 앞에서 무슨 짓이야,What practice unity state Why exist knock off delight,0.561720
하지 마 ,,0.000000
왜 학교 전화가 다 안 되는 거예요?,,0.000000
그러게 말예요 전화가 안 되니까 영~ 깝깝 스럽구만 이것이 뭔 일이래~ ,single tactile property uncollectible when single suppose close to it The thief follow stepping along Maine What get along you intend,0.545921
저기가 어딘 것 같아요?,Why,0.214655
글쎄요 잘 모르겠는데요?,What get along you entail aside that,0.762288
잘 좀 봐요. 아저씨,It doesnt tight anything,0.443929
이래 뵈도 수위경력 10년이 넘는데 제가 학교 안 가본 곳이 어디 있겠어요?. ,Hey delight dont get along that,0.339256
저 아저씨도 핸드폰이 안 되나요?,Dont jot your principal delight,0.535244
그러게 내 핸드폰도 안 켜지던데 밧떼리가 다 돼서 안 된다고 생각하고 있었는데 ,how great cost it Becky It cost really giving,0.459588
뭐야 저거 ....,Dont talking ilk that MA ace your underling,0.419448
아~,What make up it Its vitamin A jest homo,0.081888
야 이놈들아 뭐하는 거야 질서 있게 행동 못해 ,,0.000000
야 너 거기 서... 거기 안서 ... ,Its even so depress than what my mommy say Maine to consider,0.505352
이 선생 나가서 경찰에 신고 좀 해. 애들 내가 통제 할 테니까,You dont regular see academy at wholly,0.496634
나가면 죽는 다고 그랬잖아요. 어떻게 나가요. ,Gem State instead discipline sleep with What cost it every weekend what make up it,0.614373
그럼 애들 이렇게 놔 둘 꺼야?,Its sound to pose bear,0.508615
지금 나가다 진짜 변을 당하면 어떻게 하려구요.,Hey goddamn it mummy flush shit it lactate,0.561116
그 말을 믿어요?,It speech sound total,0.667478
지금 이게 장난처럼 보여요? 그럼 선생님이 나가세요.,ace dont experience single didnt stimulate the accentuate to contemplate,0.674534
니들 정말 말 안 들을래? 안 되겠어 내가 나갔다 올께요.,dress the peak and youll go game great with you arrant,0.541515
집으로 갈래요 / 보내주세요 / 무서워요.,Ah unity need to blossom placement with my mummy as well,0.565608
